Date,Employee_Name,Employee_ID,Department,Job_Title,Gender,Project,Years_At_Company,Performance_Score,Monthly_Salary	,Clocked_Hours,Productive_Hours,Tasks_Completed,Meetings	,Break_Hours,Training_Hours	,Overtime_Hours	,Remote_Work_Frequency,Employee_Satisfaction_Score,Resigned
1/8/2025,Nellie,43584,Business Development,Environmental Tech,Female,Tres-Zap,18.0,3,1,1.9,3.0,6,3,1.7,4.6,4.9,3,1.8,no
2/11/2025,Jehanna,73,Support,VP Sales,Female,Fix San,14.4,1,5,4.7,1.5,4,3,0.7,7.6,3.3,2,2.5,yes
11/19/2024,Horatia,0744,Human Resources,Compensation Analyst,Female,Cookley,13.7,4,1,4.0,2.1,6,5,1.1,0.4,0.2,1,4.1,yes
5/30/2025,Doloritas,886,Legal,General Manager,Female,Matsoft,4.2,2,2,7.1,3.0,0,5,1.2,9.9,2.9,7,1.2,no
1/10/2025,Taffy,15,Research and Development,Marketing Assistant,Female,Domainer,4.3,4,5,6.9,3.4,3,5,1.0,6.7,3.8,4,3.3,no
11/26/2024,Sterne,65119,Research and Development,Tax Accountant,Male,Bytecard,17.6,5,5,5.1,6.0,0,2,1.2,6.8,0.5,0,1.4,yes
11/21/2024,Gabi,40632,Legal,Statistician II,Male,It,19.8,3,2,6.4,0.0,9,3,1.1,10.2,0.4,19,1.1,no
12/17/2024,Ingra,01,Support,Sales Associate,Male,Bamity,23.9,4,3,5.9,4.3,10,3,1.2,5.3,4.7,8,3.0,yes
9/23/2024,Margareta,000,Support,Staff Scientist,Female,Flexidy,11.5,5,5,7.2,2.8,7,3,1.4,1.0,0.6,20,2.4,no
11/19/2024,Desi,06,Engineering,Nurse Practicioner,Male,Cardguard,5.2,5,1,7.0,4.3,6,3,1.5,12.4,3.6,18,4.5,no
6/22/2024,Andie,68,Human Resources,Senior Cost Accountant,Female,Matsoft,9.3,1,3,4.7,5.9,6,3,1.8,1.0,3.3,12,2.7,no
12/27/2024,Welbie,3629,Research and Development,Technical Writer,Male,Rank,14.5,1,2,1.6,2.0,1,2,1.9,3.8,4.8,6,4.0,yes
2/3/2025,Cully,7,Product Management,Recruiting Manager,Bigender,Tresom,10.7,3,4,4.1,2.4,2,3,1.2,6.7,3.9,14,2.3,no
7/23/2024,Jeanie,66190,Sales,Accountant III,Female,Domainer,1.2,1,3,6.8,1.9,10,0,1.1,9.7,2.5,15,4.1,no
5/21/2025,Consuelo,4588,Legal,Automation Specialist I,Female,Zontrax,26.8,5,1,7.6,2.7,0,2,1.5,9.7,1.0,18,4.0,no
2/14/2025,Blake,476,Business Development,Legal Assistant,Non-binary,Veribet,27.4,4,3,5.2,5.7,7,0,0.6,13.3,4.9,11,2.2,yes
3/29/2025,Debi,55,Research and Development,Editor,Female,Tampflex,20.2,2,5,5.6,4.7,6,2,1.6,4.6,2.1,4,1.0,no
7/2/2024,Novelia,75,Business Development,Operator,Female,Bigtax,21.7,5,1,2.7,1.6,5,5,1.4,9.2,2.3,20,3.4,yes
10/2/2024,Netty,0737,Research and Development,Health Coach III,Female,Opela,21.1,5,4,0.8,1.9,7,1,1.4,14.7,1.7,10,4.9,yes
8/9/2024,Dorry,2,Sales,Assistant Professor,Female,Quo Lux,26.6,3,4,3.8,2.2,7,1,0.5,13.6,1.0,20,3.6,no
1/21/2025,Mickie,09956,Product Management,Design Engineer,Female,Tres-Zap,24.7,2,5,0.8,5.5,7,1,1.1,10.4,4.8,11,1.1,no
5/7/2025,Hube,815,Research and Development,Pharmacist,Male,Asoka,8.5,2,2,4.1,5.9,6,4,1.1,6.4,1.8,19,3.8,no
9/25/2024,Nefen,29,Services,Senior Developer,Male,Ronstring,9.4,1,3,4.1,1.4,1,4,1.5,6.1,4.3,20,4.6,no
4/22/2025,Gretel,652,Services,Chief Design Engineer,Female,Kanlam,21.7,1,1,4.6,0.9,0,2,0.5,6.7,4.7,16,2.7,yes
1/27/2025,Moses,5,Accounting,Account Executive,Male,Namfix,23.3,1,5,0.9,4.7,2,4,1.0,0.2,3.2,15,2.7,yes
11/25/2024,Ileane,16,Engineering,Programmer Analyst IV,Female,Zoolab,9.5,5,1,2.9,4.5,9,5,1.6,10.3,3.3,18,4.3,no
5/30/2025,Lionel,09,Training,Mechanical Systems Engineer,Male,Greenlam,13.0,1,5,2.7,4.2,0,0,1.7,10.3,0.8,13,2.8,yes
12/20/2024,Paulie,941,Sales,Automation Specialist III,Male,Stim,26.3,5,4,1.8,6.7,6,2,1.3,3.6,1.6,7,4.4,no
12/11/2024,Lorne,74631,Business Development,General Manager,Male,Regrant,27.8,2,5,5.0,1.0,4,5,1.4,5.7,3.0,0,3.7,yes
12/16/2024,Erwin,82594,Product Management,Human Resources Manager,Agender,Job,27.0,1,1,3.9,4.6,10,2,1.4,7.9,2.4,18,1.7,yes
11/5/2024,Cordy,05,Legal,Environmental Tech,Genderfluid,Cardguard,21.1,2,1,3.4,7.8,4,0,1.5,14.1,3.9,15,4.7,no
5/27/2025,Ashleigh,14,Accounting,Account Coordinator,Female,Tresom,18.4,4,4,3.7,7.4,6,3,1.7,7.9,4.3,17,3.9,no
10/13/2024,Edmon,003,Sales,Payment Adjustment Coordinator,Male,Stringtough,17.4,1,5,6.2,6.7,8,4,1.5,0.9,1.5,0,3.7,yes
5/16/2025,Devy,70,Marketing,Account Executive,Male,Redhold,3.9,1,3,7.7,3.6,0,0,1.6,13.6,0.5,0,3.3,no
11/15/2024,Karilynn,66694,Accounting,Senior Cost Accountant,Genderqueer,Solarbreeze,9.8,4,4,7.4,5.3,5,4,2.0,9.4,2.5,7,1.5,yes
1/5/2025,Dorelle,213,Human Resources,Human Resources Assistant IV,Female,Pannier,6.1,4,1,7.0,4.3,7,2,0.8,2.5,3.2,6,2.4,yes
9/1/2024,Clayson,575,Research and Development,VP Marketing,Male,Veribet,21.8,1,3,2.7,3.2,1,2,1.0,13.5,0.9,19,4.3,no
12/9/2024,Katerine,1,Accounting,Analyst Programmer,Female,Job,25.1,1,5,2.5,6.1,7,2,0.7,13.4,3.4,1,2.9,yes
2/15/2025,Oates,5056,Marketing,Technical Writer,Male,Cardguard,16.8,3,2,4.1,4.3,2,3,1.7,14.9,0.6,14,1.2,yes
11/1/2024,Isidor,200,Human Resources,Safety Technician II,Male,Prodder,15.3,2,5,6.6,4.6,10,2,0.9,8.5,3.4,16,3.9,yes
12/7/2024,Charita,43,Sales,Research Assistant I,Female,Zamit,4.0,4,5,2.5,6.5,9,2,0.5,8.0,1.1,5,4.5,yes
7/13/2024,Tomlin,1,Business Development,Senior Sales Associate,Male,Keylex,13.9,2,3,4.7,6.0,0,1,1.7,1.6,3.6,8,2.4,yes
12/3/2024,Horace,33,Support,VP Marketing,Male,Viva,25.4,4,2,7.0,3.2,2,4,1.3,12.4,0.8,13,2.5,yes
4/27/2025,Hillary,72,Business Development,Structural Analysis Engineer,Male,Stringtough,4.6,5,5,4.2,3.5,6,5,0.8,0.0,2.2,20,2.3,no
10/9/2024,Maribeth,05,Product Management,Administrative Officer,Female,Zoolab,8.2,3,1,1.5,4.7,4,5,1.6,11.4,2.4,16,4.7,no
1/31/2025,Fey,56,Engineering,Geologist IV,Female,Asoka,11.4,1,1,7.3,6.6,2,1,0.8,13.0,4.6,11,3.8,no
1/2/2025,Alaine,0236,Accounting,Safety Technician IV,Female,Fix San,8.2,4,1,4.8,7.4,1,2,1.2,3.9,2.5,14,4.5,no
12/14/2024,Rancell,1,Research and Development,Nurse,Male,Home Ing,8.8,2,1,4.0,4.1,2,3,1.9,8.7,4.8,5,4.9,no
9/9/2024,Judi,61,Human Resources,Librarian,Female,Stronghold,27.6,3,2,4.4,3.6,6,3,1.7,2.7,2.2,6,2.6,no
12/23/2024,Gladi,17550,Training,Administrative Assistant II,Female,Stim,28.5,2,5,7.6,4.2,6,0,1.2,10.3,0.8,17,2.6,yes
1/3/2025,Garrick,58111,Business Development,Teacher,Male,Daltfresh,12.6,5,5,5.7,2.7,0,3,1.1,9.8,4.7,14,1.9,yes
8/25/2024,Jordon,0144,Human Resources,Health Coach III,Male,Ventosanzap,18.8,2,3,2.7,2.2,4,4,1.7,3.3,0.8,10,1.7,yes
10/3/2024,Jemie,0827,Human Resources,Budget/Accounting Analyst III,Female,Overhold,23.7,4,4,3.1,0.0,5,3,0.7,2.9,0.8,13,4.2,no
6/9/2024,Dennis,319,Business Development,Technical Writer,Male,Konklab,29.4,5,2,1.5,4.2,4,0,1.7,6.4,3.4,1,4.3,no
2/27/2025,Lars,204,Accounting,Account Representative III,Male,Pannier,22.7,1,4,6.9,3.9,5,5,1.5,7.7,4.0,0,4.8,no
6/24/2024,Johnna,22545,Product Management,Paralegal,Non-binary,Prodder,1.5,2,4,5.0,6.3,1,0,1.5,14.0,4.9,12,3.8,yes
11/19/2024,Renaldo,3,Sales,VP Quality Control,Male,Zoolab,24.0,2,2,1.4,0.0,10,5,0.8,14.3,0.8,10,2.2,yes
8/19/2024,Codi,72,Legal,Data Coordinator,Female,Ventosanzap,16.6,5,2,4.9,2.5,9,3,1.6,11.0,0.1,6,1.0,no
10/18/2024,Doretta,08,Sales,Senior Sales Associate,Bigender,Bigtax,17.8,1,3,4.0,0.1,6,4,1.9,6.6,0.2,8,4.0,yes
9/4/2024,Alexei,2667,Marketing,Assistant Professor,Male,Sonsing,26.7,2,2,1.4,4.5,2,0,0.5,4.9,4.6,5,2.9,no
1/4/2025,Stanwood,33331,Support,Analyst Programmer,Male,Vagram,15.2,5,3,7.7,0.7,5,1,1.4,4.8,3.8,8,2.9,no
12/4/2024,Averill,10195,Accounting,Structural Engineer,Non-binary,Namfix,25.5,4,3,5.7,6.9,9,4,1.6,2.7,0.6,10,4.3,no
8/23/2024,Deanne,43450,Sales,Internal Auditor,Female,Zamit,26.0,2,2,2.4,6.1,5,5,1.8,6.2,3.5,5,4.4,no
7/5/2024,Cicily,9,Research and Development,Design Engineer,Female,Namfix,10.5,3,5,1.1,7.0,3,0,0.6,6.7,3.6,13,1.6,no
12/19/2024,Olly,91261,Training,Account Representative IV,Female,Bitwolf,0.6,3,3,2.6,7.4,5,2,1.8,4.1,0.3,20,3.0,yes
8/19/2024,Gil,1,Marketing,VP Product Management,Male,Domainer,27.5,3,5,3.0,0.9,10,3,0.9,3.8,4.6,9,3.4,no
3/31/2025,Lilas,5,Research and Development,Sales Associate,Female,Gembucket,13.0,4,5,7.0,0.1,10,5,1.2,9.8,3.2,16,4.0,no
1/14/2025,Rupert,1,Accounting,Administrative Officer,Male,Domainer,2.8,5,2,6.5,3.0,6,5,0.6,4.8,3.1,3,3.0,yes
9/26/2024,Lavinia,1,Accounting,Editor,Female,Toughjoyfax,22.9,3,4,5.0,2.6,7,5,0.5,1.8,4.3,0,4.5,no
9/7/2024,Allan,5,Product Management,Legal Assistant,Non-binary,Stronghold,12.3,4,3,1.9,3.4,0,3,0.8,10.8,4.0,7,2.7,yes
11/1/2024,Mariel,4538,Sales,Structural Analysis Engineer,Non-binary,Hatity,26.5,1,4,2.8,0.9,4,4,0.5,3.1,2.8,14,3.8,yes
4/23/2025,Virgil,90,Engineering,Graphic Designer,Male,Stringtough,17.6,2,3,0.8,5.1,8,2,1.3,14.5,2.9,3,1.5,no
2/4/2025,Linnea,1,Product Management,Help Desk Operator,Female,Bigtax,21.9,5,2,1.4,1.6,2,0,1.2,7.1,1.1,7,1.7,no
4/23/2025,Daphene,7511,Engineering,Health Coach II,Female,Hatity,3.0,4,3,3.7,2.8,1,1,1.2,12.3,1.0,3,3.7,yes
5/22/2025,Georgine,0725,Legal,Administrative Officer,Female,Fintone,11.1,4,2,2.6,1.0,9,1,0.7,10.7,3.8,5,1.0,yes
2/28/2025,Rodolfo,5,Accounting,Safety Technician IV,Male,Transcof,27.5,4,3,3.1,2.0,4,1,1.6,5.1,2.7,14,2.3,no
8/19/2024,Jayson,62,Business Development,Senior Sales Associate,Male,Fixflex,26.0,2,5,6.6,2.7,1,4,1.2,9.4,4.8,3,2.1,no
2/14/2025,Christopher,78647,Legal,Physical Therapy Assistant,Male,Temp,3.1,3,1,0.5,2.5,0,4,1.0,7.2,0.6,20,1.7,no
5/27/2025,Allx,2,Business Development,Physical Therapy Assistant,Female,Stringtough,22.5,2,2,4.2,4.4,10,2,0.8,8.2,4.7,19,2.7,no
4/30/2025,Anallise,22679,Marketing,Administrative Assistant II,Female,Konklab,21.3,2,3,2.2,2.9,2,3,1.9,14.8,4.7,14,1.5,no
3/17/2025,Lissy,16,Research and Development,Account Executive,Female,Transcof,6.8,3,5,6.7,0.5,7,4,1.8,14.9,1.0,3,1.3,no
3/16/2025,Ozzy,73759,Product Management,Quality Control Specialist,Male,Lotlux,6.0,2,1,3.8,5.5,3,4,1.5,3.9,2.0,9,4.9,no
12/17/2024,Nerte,2,Product Management,Staff Accountant III,Female,Veribet,9.3,5,4,2.8,6.0,2,4,1.3,14.8,0.8,6,2.9,yes
9/17/2024,Paolo,1,Sales,Systems Administrator IV,Male,Home Ing,26.6,2,4,0.9,6.0,9,3,1.8,4.1,3.9,16,1.9,no
6/5/2024,Darrick,087,Accounting,Help Desk Technician,Male,It,9.8,2,4,5.6,7.1,5,1,1.3,10.9,4.7,3,3.3,no
12/13/2024,Clotilda,8241,Support,Biostatistician IV,Female,Domainer,1.1,1,3,4.8,3.4,2,4,1.5,0.5,4.3,7,4.0,no
7/4/2024,Dannel,18,Product Management,Senior Sales Associate,Male,Home Ing,3.9,5,3,7.0,1.9,2,2,0.8,8.7,1.5,2,2.4,yes
7/23/2024,Megen,65309,Product Management,VP Quality Control,Female,Namfix,13.1,1,2,0.6,3.9,9,2,1.6,1.1,3.9,2,4.8,yes
8/26/2024,Aleksandr,1333,Services,Staff Accountant II,Male,Cardify,3.8,2,5,3.0,6.8,1,0,1.1,1.3,3.0,4,2.9,yes
12/31/2024,Celestia,8459,Support,Desktop Support Technician,Female,Voyatouch,2.4,3,4,2.0,4.6,5,2,1.0,9.8,3.2,1,2.0,no
6/23/2024,Jandy,9327,Research and Development,Professor,Female,Ventosanzap,11.1,3,4,7.1,1.2,7,0,1.5,4.0,0.5,1,1.9,yes
1/13/2025,Bellanca,06,Business Development,Community Outreach Specialist,Female,Alpha,2.1,3,1,3.5,7.6,6,2,0.8,4.8,3.6,16,1.4,yes
11/25/2024,Krystal,39,Engineering,Help Desk Technician,Female,Aerified,20.0,3,2,4.5,2.8,5,1,0.8,12.6,0.3,5,2.2,no
8/17/2024,Joela,57,Sales,Software Consultant,Female,Alpha,22.0,4,1,4.6,1.9,7,1,1.8,5.5,2.6,3,2.0,no
2/16/2025,Rozina,999,Sales,Health Coach III,Polygender,Y-find,22.2,5,2,5.0,0.2,6,0,1.6,1.0,2.7,7,3.6,no
4/3/2025,Murdoch,5969,Support,Executive Secretary,Male,Ventosanzap,10.1,4,1,0.5,4.5,2,4,1.0,8.8,4.3,16,2.1,yes
4/29/2025,Krisha,2898,Engineering,Engineer III,Male,Holdlamis,23.2,3,4,6.5,4.6,0,5,1.0,13.0,2.2,11,4.3,yes
7/12/2024,Gale,12092,Business Development,VP Accounting,Male,Zaam-Dox,29.5,5,3,2.6,3.3,6,3,0.8,8.3,2.9,11,2.4,no
2/20/2025,Leann,4953,Legal,Graphic Designer,Female,Treeflex,1.3,2,2,3.4,1.9,5,0,1.4,2.8,4.8,2,1.6,no
6/12/2024,Kristien,60,Engineering,Compensation Analyst,Female,Rank,22.1,5,5,4.6,2.5,3,4,1.8,13.4,3.2,3,2.9,no
10/4/2024,Diena,338,Engineering,Systems Administrator IV,Female,Otcom,1.7,4,3,7.9,1.6,7,3,1.2,10.6,2.1,12,1.6,yes
8/20/2024,Carver,9,Sales,Software Consultant,Male,Quo Lux,7.7,4,1,3.5,6.7,1,1,1.8,5.9,2.8,20,1.9,yes
6/6/2024,Manolo,7,Human Resources,Health Coach IV,Bigender,Fix San,5.5,1,4,2.5,5.4,2,3,1.8,2.3,4.2,14,3.4,no
2/14/2025,Matty,44290,Marketing,Junior Executive,Male,Span,28.2,5,1,6.6,6.8,5,5,1.1,2.3,2.0,8,1.4,no
9/27/2024,Herbie,9,Engineering,Financial Analyst,Male,Zamit,14.9,4,2,7.1,7.1,8,5,0.6,11.3,0.7,3,3.9,yes
3/30/2025,Kameko,20628,Support,Teacher,Female,Tin,0.2,3,5,7.7,4.4,8,5,1.6,5.9,4.6,3,1.2,no
7/23/2024,Lalo,91,Business Development,Occupational Therapist,Agender,Tempsoft,24.7,2,3,7.4,7.6,8,2,0.8,8.5,2.4,4,3.0,no
4/16/2025,Rudolf,91,Marketing,Cost Accountant,Male,Tres-Zap,19.6,2,4,0.7,6.7,6,3,0.9,5.3,1.9,3,3.7,yes
12/11/2024,Cloe,12,Engineering,Environmental Tech,Female,Cookley,26.7,3,3,2.5,1.0,0,5,1.8,13.7,4.3,7,1.5,no
9/20/2024,Dareen,9142,Services,Legal Assistant,Genderfluid,Trippledex,19.7,4,4,0.9,4.2,6,4,0.8,12.9,1.1,12,4.5,yes
7/4/2024,Gerrie,9,Engineering,Marketing Manager,Male,Flexidy,6.1,2,5,6.2,6.6,6,4,1.8,1.8,1.5,16,4.0,yes
9/22/2024,Albertina,1167,Engineering,Quality Engineer,Female,Zamit,9.7,3,4,2.0,0.5,3,0,0.9,0.9,0.9,7,1.7,yes
1/26/2025,Theobald,7,Human Resources,Senior Quality Engineer,Male,Bigtax,7.4,4,2,4.1,3.2,10,4,1.2,4.2,3.6,0,1.1,no
4/14/2025,Carmela,0,Human Resources,Dental Hygienist,Female,Cookley,27.0,3,2,1.2,2.8,6,4,0.8,1.0,3.8,12,4.2,no
4/15/2025,Sharron,4,Marketing,Senior Sales Associate,Female,Daltfresh,21.2,2,2,7.1,1.4,6,3,1.9,8.9,3.7,11,4.6,yes
12/18/2024,Raeann,44239,Business Development,Research Associate,Female,Tempsoft,20.4,5,2,7.2,5.0,3,4,1.2,7.0,2.2,13,1.5,no
12/3/2024,Nanny,19636,Accounting,Senior Sales Associate,Female,Konklab,10.0,4,3,1.1,4.7,0,0,1.7,12.4,2.8,13,4.3,yes
5/6/2025,Carry,0,Human Resources,Human Resources Assistant III,Female,Duobam,13.9,3,3,5.0,7.8,5,4,1.6,11.3,3.9,9,3.7,no
1/3/2025,Shaylah,19,Research and Development,Sales Representative,Female,Asoka,27.4,3,5,3.5,5.6,10,5,0.7,5.1,3.0,14,2.4,no
6/7/2024,Corenda,39,Human Resources,General Manager,Female,Stronghold,19.9,1,2,2.2,6.7,10,4,1.7,2.0,2.0,15,4.3,no
12/19/2024,Grenville,823,Sales,Senior Cost Accountant,Male,Prodder,4.5,2,5,7.3,5.4,10,2,0.7,14.5,0.2,19,4.2,yes
3/16/2025,Hillie,8,Business Development,Senior Quality Engineer,Male,Tempsoft,8.1,4,4,3.9,2.0,1,1,1.0,7.6,4.5,18,4.0,yes
12/29/2024,Maddy,9,Support,Nuclear Power Engineer,Genderfluid,Fix San,22.9,4,2,5.5,4.9,10,0,1.1,13.2,1.1,4,2.1,no
3/15/2025,Quincy,4,Business Development,Assistant Manager,Male,Prodder,2.7,5,4,4.5,3.1,7,2,0.9,7.1,1.0,0,4.8,no
6/29/2024,Alyss,297,Business Development,Business Systems Development Analyst,Polygender,Subin,0.4,1,5,5.8,6.5,0,5,1.0,11.8,0.6,13,3.0,no
8/13/2024,Carl,0000,Training,Pharmacist,Male,Wrapsafe,16.8,3,4,0.7,2.9,9,1,1.9,7.6,3.3,11,1.6,no
8/26/2024,Diannne,7736,Engineering,Account Representative I,Female,Keylex,16.2,1,4,2.2,2.2,1,2,1.8,2.9,2.4,8,2.8,yes
6/19/2024,Grady,14,Product Management,Physical Therapy Assistant,Male,Temp,24.6,2,5,4.7,0.4,9,4,1.3,3.1,3.2,16,4.5,no
7/23/2024,Wallis,89476,Support,Recruiter,Bigender,Span,11.7,1,1,0.7,3.0,7,0,1.5,5.5,0.9,11,1.1,no
4/27/2025,Marybeth,597,Support,VP Marketing,Female,Mat Lam Tam,29.7,1,1,6.0,3.9,2,0,1.6,11.4,0.3,12,4.3,yes
1/31/2025,Haley,17244,Product Management,Editor,Male,Quo Lux,25.9,5,1,7.4,6.4,6,4,1.2,4.6,0.9,3,3.4,yes
2/28/2025,Jordan,254,Accounting,Senior Financial Analyst,Female,Bitchip,0.4,4,3,2.2,6.5,1,2,1.2,4.1,3.3,12,3.0,no
3/14/2025,Lorelei,8,Accounting,Human Resources Assistant I,Female,Hatity,12.6,1,5,3.7,0.4,8,3,1.3,13.6,1.6,14,1.8,no
6/3/2025,Kai,2284,Research and Development,Operator,Female,Fixflex,28.0,5,1,5.9,4.3,6,1,1.8,10.7,3.4,12,1.1,no
11/22/2024,Marcelo,2,Services,Web Designer II,Polygender,Fixflex,14.8,3,2,3.7,1.9,1,3,1.2,8.6,4.4,11,2.2,no
11/20/2024,Kristal,923,Marketing,VP Sales,Female,Solarbreeze,3.1,3,1,3.6,6.1,8,2,1.4,2.2,4.2,4,4.7,yes
7/8/2024,Rusty,5,Accounting,Legal Assistant,Male,Solarbreeze,5.0,4,3,3.3,1.1,6,5,1.8,1.7,2.1,2,1.8,no
6/17/2024,Stephana,2468,Research and Development,Software Consultant,Female,Cardify,10.0,5,3,5.1,4.4,6,5,0.6,1.8,3.6,14,2.8,yes
2/28/2025,Fonzie,0950,Training,Desktop Support Technician,Male,Sub-Ex,21.5,3,4,2.3,6.0,2,5,1.4,4.8,0.8,12,4.8,yes
9/6/2024,Oliver,3390,Training,Account Representative I,Bigender,Konklux,20.6,4,4,5.2,4.4,3,2,1.7,12.9,2.0,2,3.1,no
11/17/2024,Dorey,81727,Services,Payment Adjustment Coordinator,Female,Voyatouch,15.9,4,4,7.7,6.6,5,1,1.6,7.7,2.8,2,2.7,no
12/27/2024,Bird,005,Business Development,Structural Engineer,Female,Solarbreeze,0.7,4,5,2.4,5.9,6,5,1.1,3.5,0.2,20,1.2,no
12/25/2024,Esra,949,Business Development,VP Product Management,Male,Biodex,23.4,5,1,6.2,7.3,9,4,1.9,2.5,4.5,10,2.7,yes
5/5/2025,Nadeen,41,Business Development,Operator,Female,Otcom,21.8,4,1,5.2,2.8,8,0,1.8,6.4,0.9,6,1.3,yes
7/31/2024,Corby,0,Business Development,Technical Writer,Male,Cardguard,29.6,3,2,1.2,5.0,10,2,1.5,8.1,0.5,12,2.9,no
9/5/2024,Vinnie,9473,Training,Analyst Programmer,Male,Tres-Zap,25.0,3,5,8.0,7.2,10,0,1.1,0.7,4.6,4,5.0,yes
8/28/2024,Sansone,95570,Support,Financial Analyst,Male,Keylex,13.3,1,1,6.9,5.2,1,3,0.8,0.2,2.0,0,3.4,yes
6/18/2024,Liam,0775,Engineering,Professor,Male,Zontrax,8.6,1,1,2.7,5.4,5,0,1.8,9.3,1.7,14,3.9,no
10/7/2024,Delilah,66,Product Management,Electrical Engineer,Female,Pannier,9.9,5,4,4.8,2.7,5,1,0.8,8.8,1.6,0,1.2,no
4/11/2025,Dona,58448,Accounting,Office Assistant II,Female,Sonair,15.2,2,4,2.2,0.1,0,2,0.5,14.6,0.1,0,4.3,no
3/14/2025,Adrianne,1086,Product Management,Automation Specialist IV,Female,Stronghold,2.9,2,2,4.9,1.5,3,3,1.0,8.0,3.7,5,3.4,no
7/21/2024,Inness,690,Research and Development,Accountant I,Male,Gembucket,12.0,5,4,1.3,3.7,0,2,1.9,10.8,0.6,10,4.0,no
2/17/2025,Brock,0,Legal,Help Desk Technician,Male,Tin,14.5,2,5,1.8,2.2,6,3,1.5,13.8,0.1,19,1.8,yes
6/3/2025,Xena,93701,Training,Environmental Tech,Female,Zaam-Dox,0.7,4,5,2.3,5.1,7,4,1.9,4.7,1.5,9,3.9,no
6/27/2024,Aimil,9688,Human Resources,Community Outreach Specialist,Female,Y-find,3.9,1,4,5.9,1.8,6,4,0.9,6.5,2.8,2,1.5,no
12/22/2024,Blondelle,82,Business Development,Physical Therapy Assistant,Female,Asoka,18.5,3,1,1.8,7.4,2,1,0.9,1.5,0.1,17,4.8,no
8/12/2024,Gus,599,Training,GIS Technical Architect,Female,Transcof,15.5,1,5,2.0,5.6,10,1,1.3,10.9,4.3,14,3.8,yes
2/28/2025,Kellie,5404,Marketing,VP Marketing,Female,Duobam,3.8,2,2,1.7,2.2,5,1,1.8,9.8,3.5,9,4.5,no
1/2/2025,Rasia,4722,Engineering,Paralegal,Female,Tresom,9.7,5,1,1.6,3.0,4,3,1.8,7.6,0.5,2,4.6,yes
5/27/2025,Raoul,766,Product Management,Payment Adjustment Coordinator,Non-binary,Duobam,29.2,3,4,1.3,1.8,8,4,2.0,9.8,0.5,16,2.8,yes
9/29/2024,Mariquilla,80104,Training,Product Engineer,Female,Temp,3.6,5,1,3.5,6.5,8,1,1.6,10.2,1.7,4,4.3,no
3/9/2025,Perice,8482,Accounting,Staff Accountant IV,Male,Overhold,20.8,1,4,3.7,1.2,5,4,1.3,13.5,1.2,10,2.5,yes
7/1/2024,Jordanna,9,Product Management,Help Desk Technician,Female,Fixflex,12.8,4,5,4.9,3.6,8,2,1.5,2.7,2.7,19,4.7,yes
2/22/2025,Zsazsa,31530,Engineering,Quality Control Specialist,Female,Rank,29.1,2,2,2.7,2.3,10,4,2.0,1.6,3.3,19,3.4,yes
2/20/2025,Duffie,04,Services,Automation Specialist I,Male,Transcof,12.1,4,4,4.7,6.7,3,1,1.5,10.4,4.9,15,2.7,no
9/23/2024,Karon,55561,Marketing,Senior Quality Engineer,Female,Aerified,11.7,5,2,7.8,2.8,6,1,2.0,6.3,4.8,3,4.6,no
9/8/2024,Geri,39,Human Resources,Environmental Tech,Male,Job,6.8,2,4,6.5,3.9,9,2,1.7,2.0,4.6,7,3.5,no
2/17/2025,Yardley,5,Human Resources,Cost Accountant,Male,Fintone,4.3,3,5,2.7,3.2,5,3,1.2,6.0,0.2,11,4.1,yes
4/23/2025,Hersh,35323,Human Resources,Engineer I,Male,Y-Solowarm,22.3,4,5,4.5,2.5,1,2,1.2,14.9,0.8,17,4.0,no
8/27/2024,Riannon,89,Human Resources,Information Systems Manager,Female,Otcom,6.5,4,1,7.9,7.4,5,0,1.4,3.0,3.1,3,2.3,no
3/11/2025,Brewer,2,Accounting,Biostatistician III,Male,Biodex,9.3,1,1,4.7,2.3,9,4,1.8,12.9,1.0,19,3.5,no
4/19/2025,Della,42686,Marketing,Mechanical Systems Engineer,Female,Kanlam,22.7,5,3,1.5,3.8,1,5,0.8,14.4,0.4,16,4.9,yes
9/10/2024,Damien,18,Legal,Health Coach I,Male,Tres-Zap,24.8,3,3,4.1,4.1,2,1,1.1,1.5,2.8,16,3.1,yes
8/25/2024,Parsifal,6,Research and Development,Administrative Officer,Male,Biodex,25.6,3,4,3.5,5.3,4,0,0.8,4.4,1.4,13,2.9,no
5/9/2025,Smitty,2,Services,Mechanical Systems Engineer,Male,It,26.8,3,1,5.4,7.6,8,5,1.2,3.9,1.4,8,1.3,no
9/4/2024,Daisie,53,Legal,Engineer III,Female,Konklux,12.6,3,1,5.8,6.0,0,0,1.4,10.9,4.2,14,4.1,no
3/29/2025,Lorri,788,Research and Development,Research Associate,Female,Mat Lam Tam,23.3,2,2,5.1,1.4,7,4,0.6,13.4,0.7,6,2.1,yes
1/13/2025,Wallie,71,Business Development,Financial Advisor,Female,Veribet,21.0,3,1,4.3,5.4,10,4,0.5,12.2,2.3,11,4.3,yes
2/9/2025,Austine,394,Human Resources,Chemical Engineer,Female,Tin,20.4,5,5,0.6,5.5,0,1,1.2,2.3,1.5,2,4.7,yes
11/27/2024,Saudra,4,Product Management,Health Coach I,Female,Cookley,4.1,5,5,5.8,3.7,2,1,1.7,10.8,1.8,1,1.4,no
